"Story","Title","Result","Date","Stability","Duration (s)"
"Create transaction with Bancolombia QR in Wompi","Create an approved transaction using Bancolombia QR method","FAILURE","2025-08-07T13:40:05.5264601-05:00[America/Bogota]","0.0","1.31"
